B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,GEO_ID,NAME
527,70,0,9,31,38,0,0,0,15,34,0,46,14,13,113,144,1500000US060750152022,"Block Group 2, Census Tract 152.02, San Francisco County, California"
363,9,0,0,16,4,0,9,0,0,0,19,25,5,45,56,175,1500000US060750153001,"Block Group 1, Census Tract 153, San Francisco County, California"
612,14,0,0,17,5,41,0,0,0,39,34,104,34,50,48,226,1500000US060750153002,"Block Group 2, Census Tract 153, San Francisco County, California"
1258,145,15,30,48,0,16,58,0,0,28,17,94,116,54,207,430,1500000US060750154011,"Block Group 1, Census Tract 154.01, San Francisco County, California"
564,0,0,0,0,0,32,74,125,0,66,0,64,99,0,8,96,1500000US060750154012,"Block Group 2, Census Tract 154.01, San Francisco County, California"
803,0,0,12,0,15,0,12,0,12,23,34,78,35,172,55,355,1500000US060750154021,"Block Group 1, Census Tract 154.02, San Francisco County, California"
436,14,15,0,0,18,0,0,0,0,0,60,0,14,119,22,174,1500000US060750154022,"Block Group 2, Census Tract 154.02, San Francisco County, California"
878,0,118,124,60,61,0,0,0,0,0,0,34,68,56,221,136,1500000US060750155001,"Block Group 1, Census Tract 155, San Francisco County, California"
252,0,29,0,60,0,0,0,0,0,7,0,0,19,23,6,108,1500000US060750155002,"Block Group 2, Census Tract 155, San Francisco County, California"
638,115,80,77,60,18,28,0,0,0,0,42,81,14,0,55,68,1500000US060750155003,"Block Group 3, Census Tract 155, San Francisco County, California"
544,17,0,17,0,17,53,18,0,0,0,76,57,16,19,89,165,1500000US060750155004,"Block Group 4, Census Tract 155, San Francisco County, California"
289,0,0,23,25,0,11,11,25,0,0,65,10,31,39,30,19,1500000US060750156001,"Block Group 1, Census Tract 156, San Francisco County, California"
694,9,31,0,31,56,0,20,0,0,16,139,31,63,34,104,160,1500000US060750156002,"Block Group 2, Census Tract 156, San Francisco County, California"
512,42,67,35,55,21,0,11,0,0,15,17,28,62,28,39,92,1500000US060750156003,"Block Group 3, Census Tract 156, San Francisco County, California"
876,10,31,0,47,20,58,0,40,0,41,23,98,50,40,164,254,1500000US060750157011,"Block Group 1, Census Tract 157.01, San Francisco County, California"
255,0,19,10,0,0,0,0,0,0,0,22,31,96,14,31,32,1500000US060750157012,"Block Group 2, Census Tract 157.01, San Francisco County, California"
828,0,0,0,0,0,0,0,12,4,79,22,131,91,10,122,357,1500000US060750157021,"Block Group 1, Census Tract 157.02, San Francisco County, California"
531,13,0,0,32,49,0,0,0,0,0,0,70,52,0,91,224,1500000US060750157022,"Block Group 2, Census Tract 157.02, San Francisco County, California"
160,9,0,0,0,0,0,50,0,0,26,0,31,18,8,0,18,1500000US060750158011,"Block Group 1, Census Tract 158.01, San Francisco County, California"
817,0,63,5,21,43,32,7,35,38,0,111,37,43,47,84,251,1500000US060750158012,"Block Group 2, Census Tract 158.01, San Francisco County, California"
506,26,6,5,27,26,0,0,31,17,22,45,40,11,36,43,171,1500000US060750158013,"Block Group 3, Census Tract 158.01, San Francisco County, California"
842,62,34,10,9,10,0,0,0,0,0,35,75,75,76,211,245,1500000US060750158021,"Block Group 1, Census Tract 158.02, San Francisco County, California"
902,10,53,0,16,18,10,0,19,8,35,117,46,92,19,179,280,1500000US060750158022,"Block Group 2, Census Tract 158.02, San Francisco County, California"
599,15,142,78,14,15,0,0,0,0,0,62,18,13,0,91,151,1500000US060750159001,"Block Group 1, Census Tract 159, San Francisco County, California"
483,19,58,28,22,0,0,9,0,0,0,88,47,73,14,31,94,1500000US060750159002,"Block Group 2, Census Tract 159, San Francisco County, California"
573,75,28,16,53,19,0,13,0,0,0,48,40,62,42,111,66,1500000US060750159003,"Block Group 3, Census Tract 159, San Francisco County, California"
524,3,15,53,44,0,15,14,0,0,0,13,63,63,0,63,178,1500000US060750159004,"Block Group 4, Census Tract 159, San Francisco County, California"
796,164,115,107,16,16,11,8,21,44,0,16,59,57,45,45,72,1500000US060750160001,"Block Group 1, Census Tract 160, San Francisco County, California"
1061,60,0,14,31,28,6,9,41,10,18,49,46,338,65,147,199,1500000US060750160002,"Block Group 2, Census Tract 160, San Francisco County, California"
968,30,377,52,64,204,46,0,0,0,0,0,84,25,59,11,16,1500000US060750161011,"Block Group 1, Census Tract 161.01, San Francisco County, California"
753,80,126,151,40,76,31,12,0,0,13,61,0,8,34,44,77,1500000US060750161012,"Block Group 2, Census Tract 161.01, San Francisco County, California"
262,11,0,0,107,8,0,11,15,0,13,73,24,0,0,0,0,1500000US060750161021,"Block Group 1, Census Tract 161.02, San Francisco County, California"
842,168,231,45,59,72,0,19,0,0,31,0,150,0,41,0,26,1500000US060750161022,"Block Group 2, Census Tract 161.02, San Francisco County, California"
695,20,57,16,10,29,0,0,30,0,22,22,68,31,25,93,272,1500000US060750162001,"Block Group 1, Census Tract 162, San Francisco County, California"
660,29,9,9,0,11,0,41,0,21,0,0,41,67,25,32,375,1500000US060750162002,"Block Group 2, Census Tract 162, San Francisco County, California"
468,0,29,0,0,0,0,0,0,28,30,0,43,7,107,43,181,1500000US060750162003,"Block Group 3, Census Tract 162, San Francisco County, California"
267,25,34,0,26,0,14,0,13,0,0,12,0,11,23,36,73,1500000US060750163001,"Block Group 1, Census Tract 163, San Francisco County, California"
756,43,0,0,7,0,94,20,0,0,0,0,35,237,75,148,97,1500000US060750163002,"Block Group 2, Census Tract 163, San Francisco County, California"
595,0,0,0,22,11,0,0,0,0,11,28,80,36,150,63,194,1500000US060750163003,"Block Group 3, Census Tract 163, San Francisco County, California"
484,20,0,0,42,0,0,0,0,53,0,86,22,0,11,86,164,1500000US060750163004,"Block Group 4, Census Tract 163, San Francisco County, California"
789,0,18,0,7,8,6,9,0,8,5,11,32,121,153,85,326,1500000US060750164001,"Block Group 1, Census Tract 164, San Francisco County, California"
385,10,0,0,0,0,25,21,18,0,0,5,18,56,40,39,153,1500000US060750164002,"Block Group 2, Census Tract 164, San Francisco County, California"
479,0,0,0,21,0,50,0,0,9,0,24,37,52,41,49,196,1500000US060750164003,"Block Group 3, Census Tract 164, San Francisco County, California"
598,0,84,39,16,0,15,0,0,0,48,11,0,0,30,80,275,1500000US060750165001,"Block Group 1, Census Tract 165, San Francisco County, California"
604,75,25,0,8,0,0,0,0,0,0,15,0,69,90,90,232,1500000US060750165002,"Block Group 2, Census Tract 165, San Francisco County, California"
716,55,10,14,0,0,0,15,14,0,8,27,81,75,17,121,279,1500000US060750165003,"Block Group 3, Census Tract 165, San Francisco County, California"
395,0,0,0,0,10,0,0,14,7,13,21,31,12,16,104,167,1500000US060750165004,"Block Group 4, Census Tract 165, San Francisco County, California"
928,38,32,0,9,17,0,0,16,0,48,15,28,120,61,290,254,1500000US060750166011,"Block Group 1, Census Tract 166.01, San Francisco County, California"
489,17,0,0,0,0,6,0,0,0,16,58,61,87,23,79,142,1500000US060750166012,"Block Group 2, Census Tract 166.01, San Francisco County, California"
1034,13,0,19,79,0,0,0,0,0,15,38,30,144,91,276,329,1500000US060750166021,"Block Group 1, Census Tract 166.02, San Francisco County, California"
924,25,0,0,71,12,27,0,36,0,9,91,32,30,29,129,433,1500000US060750167001,"Block Group 1, Census Tract 167, San Francisco County, California"
280,13,0,0,0,0,0,0,0,0,13,0,0,24,0,16,214,1500000US060750167002,"Block Group 2, Census Tract 167, San Francisco County, California"
612,0,0,50,13,0,0,48,0,0,14,26,0,6,15,35,405,1500000US060750167003,"Block Group 3, Census Tract 167, San Francisco County, California"
602,0,0,0,0,45,0,0,46,0,14,48,44,49,86,169,101,1500000US060750167004,"Block Group 4, Census Tract 167, San Francisco County, California"
658,25,12,10,7,0,0,0,16,0,0,29,97,88,41,78,255,1500000US060750168011,"Block Group 1, Census Tract 168.01, San Francisco County, California"
538,27,8,0,45,13,24,0,10,9,22,0,78,34,39,60,169,1500000US060750168012,"Block Group 2, Census Tract 168.01, San Francisco County, California"
771,41,39,7,31,7,34,15,0,0,8,35,48,57,0,86,363,1500000US060750168013,"Block Group 3, Census Tract 168.01, San Francisco County, California"
685,48,9,46,0,39,37,0,13,0,46,14,122,0,60,79,172,1500000US060750168021,"Block Group 1, Census Tract 168.02, San Francisco County, California"
634,0,138,52,4,0,30,0,53,0,0,55,70,11,19,53,149,1500000US060750168022,"Block Group 2, Census Tract 168.02, San Francisco County, California"
713,10,21,0,0,35,0,0,9,21,9,31,171,72,17,97,220,1500000US060750168023,"Block Group 3, Census Tract 168.02, San Francisco County, California"
641,8,46,7,22,7,7,8,0,0,37,47,39,38,20,46,309,1500000US060750169001,"Block Group 1, Census Tract 169, San Francisco County, California"
386,33,49,7,7,0,9,7,0,8,17,64,41,0,22,23,99,1500000US060750169002,"Block Group 2, Census Tract 169, San Francisco County, California"
544,6,0,32,0,0,0,19,0,13,51,19,84,41,88,72,119,1500000US060750169003,"Block Group 3, Census Tract 169, San Francisco County, California"
460,0,14,0,0,0,41,0,6,0,0,14,15,0,12,32,326,1500000US060750170001,"Block Group 1, Census Tract 170, San Francisco County, California"
365,0,0,0,0,0,0,0,13,0,50,0,0,18,0,35,249,1500000US060750170002,"Block Group 2, Census Tract 170, San Francisco County, California"
608,71,0,0,0,10,0,0,14,0,0,0,62,0,52,125,274,1500000US060750170003,"Block Group 3, Census Tract 170, San Francisco County, California"
762,51,52,0,0,0,0,26,0,0,28,43,92,87,13,70,300,1500000US060750170004,"Block Group 4, Census Tract 170, San Francisco County, California"
628,16,0,7,0,8,29,0,11,0,0,29,42,8,31,112,335,1500000US060750171011,"Block Group 1, Census Tract 171.01, San Francisco County, California"
488,0,0,0,0,11,0,0,0,0,29,18,49,19,24,54,284,1500000US060750171012,"Block Group 2, Census Tract 171.01, San Francisco County, California"
631,10,6,6,13,19,10,15,9,13,0,82,118,82,21,82,145,1500000US060750171013,"Block Group 3, Census Tract 171.01, San Francisco County, California"
604,19,11,0,9,11,0,17,13,0,25,9,80,40,54,54,262,1500000US060750171021,"Block Group 1, Census Tract 171.02, San Francisco County, California"
269,0,0,15,0,0,24,0,0,0,20,13,15,0,56,5,121,1500000US060750171022,"Block Group 2, Census Tract 171.02, San Francisco County, California"
730,37,0,0,16,0,0,6,0,23,12,20,71,57,122,100,266,1500000US060750171023,"Block Group 3, Census Tract 171.02, San Francisco County, California"
810,68,64,37,58,70,0,0,0,61,32,49,0,86,214,0,71,1500000US060750176021,"Block Group 1, Census Tract 176.02, San Francisco County, California"
465,57,56,0,41,0,57,0,0,11,35,64,95,0,17,0,32,1500000US060750176022,"Block Group 2, Census Tract 176.02, San Francisco County, California"
483,136,23,24,0,0,0,54,0,0,77,0,0,0,81,60,28,1500000US060750176023,"Block Group 3, Census Tract 176.02, San Francisco County, California"
764,173,117,0,0,0,0,0,0,0,0,112,0,56,19,92,195,1500000US060750176031,"Block Group 1, Census Tract 176.03, San Francisco County, California"
262,20,69,0,0,0,0,0,0,0,0,91,0,35,0,16,31,1500000US060750176032,"Block Group 2, Census Tract 176.03, San Francisco County, California"
468,106,268,31,0,0,0,0,0,0,0,0,0,36,5,0,22,1500000US060750176033,"Block Group 3, Census Tract 176.03, San Francisco County, California"
909,56,32,28,22,52,0,0,0,0,0,0,100,56,115,41,407,1500000US060750176034,"Block Group 4, Census Tract 176.03, San Francisco County, California"
667,0,0,24,0,0,17,30,26,0,0,120,0,115,73,47,215,1500000US060750176041,"Block Group 1, Census Tract 176.04, San Francisco County, California"
505,25,0,0,0,0,44,0,0,0,0,0,43,84,62,173,74,1500000US060750176042,"Block Group 2, Census Tract 176.04, San Francisco County, California"
656,111,133,0,0,29,57,0,68,98,54,12,0,0,19,0,75,1500000US060750176043,"Block Group 3, Census Tract 176.04, San Francisco County, California"
155,0,0,0,0,4,0,0,0,0,0,0,0,9,54,8,80,1500000US060750177001,"Block Group 1, Census Tract 177, San Francisco County, California"
606,7,30,15,0,19,0,6,41,0,17,23,47,49,55,117,180,1500000US060750177002,"Block Group 2, Census Tract 177, San Francisco County, California"
815,144,365,118,0,93,40,0,0,0,0,19,0,0,12,24,0,1500000US060750178011,"Block Group 1, Census Tract 178.01, San Francisco County, California"
766,52,61,91,9,0,0,14,0,0,34,0,51,0,106,119,229,1500000US060750178012,"Block Group 2, Census Tract 178.01, San Francisco County, California"
890,51,234,52,0,36,0,0,0,35,38,0,22,28,16,165,213,1500000US060750178013,"Block Group 3, Census Tract 178.01, San Francisco County, California"
506,0,68,0,0,0,17,166,42,28,0,14,43,0,27,20,81,1500000US060750178031,"Block Group 1, Census Tract 178.03, San Francisco County, California"
462,57,13,0,0,0,35,42,0,0,31,0,47,0,13,91,133,1500000US060750178032,"Block Group 2, Census Tract 178.03, San Francisco County, California"
898,5,26,15,15,0,76,15,30,38,0,43,88,38,102,104,303,1500000US060750178041,"Block Group 1, Census Tract 178.04, San Francisco County, California"
473,68,90,18,15,47,0,0,10,0,0,9,59,0,0,54,103,1500000US060750178042,"Block Group 2, Census Tract 178.04, San Francisco County, California"
319,0,0,0,0,75,43,0,0,0,0,17,0,0,15,63,106,1500000US060750178043,"Block Group 3, Census Tract 178.04, San Francisco County, California"
284,0,0,12,0,0,15,12,0,0,17,0,18,53,0,12,145,1500000US060750178044,"Block Group 4, Census Tract 178.04, San Francisco County, California"
646,24,47,47,0,20,66,52,25,0,48,0,79,24,20,49,145,1500000US060750179031,"Block Group 1, Census Tract 179.03, San Francisco County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060750179032,"Block Group 2, Census Tract 179.03, San Francisco County, California"
532,11,0,0,0,9,6,0,8,0,10,65,62,53,28,56,224,1500000US060750180001,"Block Group 1, Census Tract 180, San Francisco County, California"
367,15,26,0,18,0,6,0,0,0,0,18,19,52,23,55,135,1500000US060750180002,"Block Group 2, Census Tract 180, San Francisco County, California"
269,0,0,50,0,30,0,0,0,53,0,0,9,0,7,56,64,1500000US060750180003,"Block Group 3, Census Tract 180, San Francisco County, California"
218,0,0,0,0,0,9,0,0,0,0,8,3,17,7,33,141,1500000US060750180004,"Block Group 4, Census Tract 180, San Francisco County, California"
642,32,0,38,44,16,0,0,0,57,22,14,15,44,70,70,220,1500000US060750201011,"Block Group 1, Census Tract 201.01, San Francisco County, California"
983,33,56,10,0,0,66,10,26,14,9,244,173,16,24,194,108,1500000US060750201012,"Block Group 2, Census Tract 201.01, San Francisco County, California"
582,20,61,5,16,50,0,0,0,0,89,13,18,77,95,12,126,1500000US060750201021,"Block Group 1, Census Tract 201.02, San Francisco County, California"
528,24,167,41,16,0,45,40,0,0,0,0,0,0,0,134,61,1500000US060750201022,"Block Group 2, Census Tract 201.02, San Francisco County, California"
335,18,6,0,0,0,0,0,0,61,0,0,0,22,49,32,147,1500000US060750201023,"Block Group 3, Census Tract 201.02, San Francisco County, California"
736,140,12,0,49,42,14,0,0,0,0,22,19,70,31,117,220,1500000US060750202011,"Block Group 1, Census Tract 202.01, San Francisco County, California"
441,0,33,56,0,16,28,9,0,0,0,98,13,18,11,29,130,1500000US060750202012,"Block Group 2, Census Tract 202.01, San Francisco County, California"
584,41,33,0,82,15,0,0,29,13,0,21,0,83,48,142,77,1500000US060750202021,"Block Group 1, Census Tract 202.02, San Francisco County, California"
726,0,17,151,0,68,25,0,0,44,35,14,12,102,99,44,115,1500000US060750202022,"Block Group 2, Census Tract 202.02, San Francisco County, California"
801,0,36,74,33,0,0,0,0,103,0,0,105,0,32,68,350,1500000US060750202023,"Block Group 3, Census Tract 202.02, San Francisco County, California"
773,12,28,7,0,0,32,8,24,10,0,65,80,59,42,133,273,1500000US060750203001,"Block Group 1, Census Tract 203, San Francisco County, California"
637,0,0,0,8,0,18,0,0,0,0,6,14,34,0,183,374,1500000US060750203002,"Block Group 2, Census Tract 203, San Francisco County, California"
720,49,56,12,0,21,41,0,0,9,0,32,72,49,54,145,180,1500000US060750203003,"Block Group 3, Census Tract 203, San Francisco County, California"
577,0,0,0,0,0,7,9,24,0,31,28,61,38,68,127,184,1500000US060750204011,"Block Group 1, Census Tract 204.01, San Francisco County, California"
356,9,0,0,5,5,58,8,0,0,0,0,23,15,8,51,174,1500000US060750204012,"Block Group 2, Census Tract 204.01, San Francisco County, California"
624,0,0,18,10,0,0,20,6,5,18,36,52,54,53,87,265,1500000US060750204013,"Block Group 3, Census Tract 204.01, San Francisco County, California"
565,23,86,0,0,0,0,0,23,0,49,71,25,51,36,108,93,1500000US060750204021,"Block Group 1, Census Tract 204.02, San Francisco County, California"
817,12,0,12,11,47,0,30,0,31,62,13,161,76,36,162,164,1500000US060750204022,"Block Group 2, Census Tract 204.02, San Francisco County, California"
498,0,0,0,0,0,34,20,0,11,11,0,22,31,106,43,220,1500000US060750204023,"Block Group 3, Census Tract 204.02, San Francisco County, California"
575,0,0,0,0,0,0,0,0,0,34,7,144,61,0,47,282,1500000US060750204024,"Block Group 4, Census Tract 204.02, San Francisco County, California"
430,9,26,19,0,0,0,0,11,0,0,0,54,23,43,53,192,1500000US060750205001,"Block Group 1, Census Tract 205, San Francisco County, California"
396,19,25,0,10,8,0,65,0,0,0,53,19,14,3,0,180,1500000US060750205002,"Block Group 2, Census Tract 205, San Francisco County, California"
469,14,0,11,0,0,0,0,15,0,27,16,28,19,48,19,272,1500000US060750205003,"Block Group 3, Census Tract 205, San Francisco County, California"
518,0,0,0,0,51,0,14,48,0,34,12,33,93,86,11,136,1500000US060750206011,"Block Group 1, Census Tract 206.01, San Francisco County, California"
936,40,88,53,0,0,0,0,0,0,27,0,31,45,89,174,389,1500000US060750206012,"Block Group 2, Census Tract 206.01, San Francisco County, California"
720,71,0,0,0,0,0,4,0,0,0,13,61,112,38,35,386,1500000US060750206021,"Block Group 1, Census Tract 206.02, San Francisco County, California"
569,55,0,0,69,0,0,0,9,0,0,44,49,33,38,37,235,1500000US060750206022,"Block Group 2, Census Tract 206.02, San Francisco County, California"
428,0,0,0,0,0,0,0,0,0,0,16,0,32,24,140,216,1500000US060750207011,"Block Group 1, Census Tract 207.01, San Francisco County, California"
518,0,0,0,0,18,0,0,15,0,0,19,0,11,0,150,305,1500000US060750207012,"Block Group 2, Census Tract 207.01, San Francisco County, California"
383,0,0,34,52,0,0,0,14,0,0,0,45,40,6,0,192,1500000US060750207013,"Block Group 3, Census Tract 207.01, San Francisco County, California"
624,0,40,0,0,0,14,30,0,30,22,116,58,26,28,98,162,1500000US060750207021,"Block Group 1, Census Tract 207.02, San Francisco County, California"
508,15,53,0,24,0,27,0,0,10,19,0,39,12,43,97,169,1500000US060750207022,"Block Group 2, Census Tract 207.02, San Francisco County, California"
504,20,0,0,0,26,0,14,0,12,0,72,65,9,91,43,152,1500000US060750208011,"Block Group 1, Census Tract 208.01, San Francisco County, California"
589,0,75,40,40,8,34,0,44,0,81,10,105,35,70,11,36,1500000US060750208012,"Block Group 2, Census Tract 208.01, San Francisco County, California"
416,0,0,0,28,13,5,0,17,0,48,0,0,107,22,78,98,1500000US060750208013,"Block Group 3, Census Tract 208.01, San Francisco County, California"
585,68,0,41,0,52,42,0,0,0,0,15,28,69,0,77,193,1500000US060750208021,"Block Group 1, Census Tract 208.02, San Francisco County, California"
590,21,0,0,0,0,0,0,0,8,30,134,12,68,104,30,183,1500000US060750208022,"Block Group 2, Census Tract 208.02, San Francisco County, California"
663,41,48,41,11,0,9,0,0,8,84,22,21,87,35,67,189,1500000US060750209001,"Block Group 1, Census Tract 209, San Francisco County, California"
356,0,8,0,59,0,14,0,13,14,8,20,37,40,20,34,89,1500000US060750209002,"Block Group 2, Census Tract 209, San Francisco County, California"
335,0,0,0,8,0,0,0,25,0,35,0,9,8,28,24,198,1500000US060750209003,"Block Group 3, Census Tract 209, San Francisco County, California"
400,34,0,0,18,32,0,0,0,0,19,0,85,0,18,71,123,1500000US060750209004,"Block Group 4, Census Tract 209, San Francisco County, California"
552,0,13,0,92,0,0,12,0,0,7,0,15,71,9,161,172,1500000US060750210001,"Block Group 1, Census Tract 210, San Francisco County, California"
483,0,0,0,0,0,14,15,0,0,0,22,24,160,0,29,219,1500000US060750210002,"Block Group 2, Census Tract 210, San Francisco County, California"
622,0,57,48,10,0,30,33,0,17,0,9,84,11,15,32,276,1500000US060750210003,"Block Group 3, Census Tract 210, San Francisco County, California"
286,0,0,0,0,0,12,0,0,0,53,41,40,67,0,0,73,1500000US060750210004,"Block Group 4, Census Tract 210, San Francisco County, California"
582,0,0,0,0,0,0,0,72,8,27,11,0,41,30,88,305,1500000US060750211001,"Block Group 1, Census Tract 211, San Francisco County, California"
489,7,0,0,0,0,0,25,0,0,71,0,71,42,18,75,180,1500000US060750211002,"Block Group 2, Census Tract 211, San Francisco County, California"
414,18,7,9,0,19,0,0,0,0,28,19,0,9,23,73,209,1500000US060750211003,"Block Group 3, Census Tract 211, San Francisco County, California"
458,0,0,13,9,0,0,18,0,0,29,20,20,9,64,29,247,1500000US060750211004,"Block Group 4, Census Tract 211, San Francisco County, California"
487,28,0,70,21,0,15,0,0,10,0,8,0,21,22,55,237,1500000US060750212001,"Block Group 1, Census Tract 212, San Francisco County, California"
530,0,0,0,0,17,0,0,0,0,25,31,38,61,28,89,241,1500000US060750212002,"Block Group 2, Census Tract 212, San Francisco County, California"
460,0,0,10,0,38,0,0,16,0,14,0,24,28,58,78,194,1500000US060750212003,"Block Group 3, Census Tract 212, San Francisco County, California"
464,0,0,0,31,0,0,0,17,0,7,0,70,26,40,79,194,1500000US060750213001,"Block Group 1, Census Tract 213, San Francisco County, California"
746,58,8,0,0,0,0,0,0,0,23,60,19,81,51,229,217,1500000US060750213002,"Block Group 2, Census Tract 213, San Francisco County, California"
447,24,41,0,8,15,0,0,0,0,14,10,32,17,13,85,188,1500000US060750214001,"Block Group 1, Census Tract 214, San Francisco County, California"
768,79,24,42,0,26,0,0,11,9,20,25,102,47,46,34,303,1500000US060750214002,"Block Group 2, Census Tract 214, San Francisco County, California"
522,10,28,0,14,25,0,0,0,0,16,34,37,20,16,54,268,1500000US060750214003,"Block Group 3, Census Tract 214, San Francisco County, California"
485,19,0,0,0,0,19,0,13,62,0,37,78,0,10,62,185,1500000US060750215001,"Block Group 1, Census Tract 215, San Francisco County, California"
621,0,0,0,49,0,27,14,0,0,18,14,163,12,16,81,227,1500000US060750215002,"Block Group 2, Census Tract 215, San Francisco County, California"
333,0,0,0,0,9,0,13,0,0,15,0,44,44,12,0,196,1500000US060750215003,"Block Group 3, Census Tract 215, San Francisco County, California"
441,0,31,0,0,0,32,0,0,14,12,14,0,29,11,60,238,1500000US060750215004,"Block Group 4, Census Tract 215, San Francisco County, California"
485,13,0,0,0,0,13,0,0,9,0,0,43,0,15,14,378,1500000US060750215005,"Block Group 5, Census Tract 215, San Francisco County, California"
785,35,0,16,20,18,0,0,0,0,37,0,25,31,16,97,490,1500000US060750216001,"Block Group 1, Census Tract 216, San Francisco County, California"
739,35,0,0,18,0,18,0,19,0,18,0,69,106,17,99,340,1500000US060750216002,"Block Group 2, Census Tract 216, San Francisco County, California"
465,0,0,36,18,0,17,14,16,0,56,0,0,18,104,62,124,1500000US060750216003,"Block Group 3, Census Tract 216, San Francisco County, California"
494,14,0,0,19,0,35,0,0,0,27,7,64,47,50,31,200,1500000US060750217001,"Block Group 1, Census Tract 217, San Francisco County, California"
618,30,10,9,0,82,7,11,25,7,33,8,59,24,52,41,220,1500000US060750217002,"Block Group 2, Census Tract 217, San Francisco County, California"
710,8,16,16,27,9,31,60,24,7,34,9,50,24,27,97,271,1500000US060750217003,"Block Group 3, Census Tract 217, San Francisco County, California"
638,0,7,9,8,0,8,8,23,9,8,9,55,68,0,179,247,1500000US060750218001,"Block Group 1, Census Tract 218, San Francisco County, California"
425,26,0,8,0,0,0,0,23,0,8,8,7,7,45,34,259,1500000US060750218002,"Block Group 2, Census Tract 218, San Francisco County, California"
333,16,0,0,0,0,8,0,0,0,8,17,0,22,17,36,209,1500000US060750218003,"Block Group 3, Census Tract 218, San Francisco County, California"
377,40,0,0,22,38,0,0,7,0,28,0,15,19,31,40,137,1500000US060750218004,"Block Group 4, Census Tract 218, San Francisco County, California"
1024,9,0,27,0,9,5,8,9,0,12,30,41,49,79,154,592,1500000US060750226001,"Block Group 1, Census Tract 226, San Francisco County, California"
697,0,0,10,0,24,0,14,10,23,19,5,40,83,61,63,345,1500000US060750226002,"Block Group 2, Census Tract 226, San Francisco County, California"
533,34,0,0,0,0,0,6,0,0,37,18,67,21,21,77,252,1500000US060750227021,"Block Group 1, Census Tract 227.02, San Francisco County, California"
469,0,0,28,9,0,5,5,24,4,0,0,20,17,24,38,295,1500000US060750227022,"Block Group 2, Census Tract 227.02, San Francisco County, California"
630,0,25,0,0,32,8,0,15,5,34,13,20,31,9,114,324,1500000US060750227041,"Block Group 1, Census Tract 227.04, San Francisco County, California"
409,0,0,7,0,31,0,0,0,0,0,14,35,6,37,47,232,1500000US060750227042,"Block Group 2, Census Tract 227.04, San Francisco County, California"
466,10,0,6,9,0,11,0,15,6,13,14,16,36,25,51,254,1500000US060750227043,"Block Group 3, Census Tract 227.04, San Francisco County, California"
569,68,18,0,5,48,17,0,12,0,0,28,49,45,20,65,194,1500000US060750228011,"Block Group 1, Census Tract 228.01, San Francisco County, California"
637,44,0,0,0,0,0,14,0,0,16,57,66,40,25,108,267,1500000US060750228012,"Block Group 2, Census Tract 228.01, San Francisco County, California"
574,20,0,0,52,0,46,27,0,0,0,41,7,83,8,26,264,1500000US060750228013,"Block Group 3, Census Tract 228.01, San Francisco County, California"
312,21,0,28,12,0,0,19,9,0,0,16,17,32,28,15,115,1500000US060750228021,"Block Group 1, Census Tract 228.02, San Francisco County, California"
435,0,0,0,0,0,2,40,0,5,17,61,134,17,23,54,82,1500000US060750228022,"Block Group 2, Census Tract 228.02, San Francisco County, California"
750,74,0,15,14,13,0,2,10,0,25,26,62,108,150,92,159,1500000US060750228031,"Block Group 1, Census Tract 228.03, San Francisco County, California"
402,0,24,0,15,0,0,0,7,32,40,9,49,35,37,29,125,1500000US060750228032,"Block Group 2, Census Tract 228.03, San Francisco County, California"
309,7,4,0,0,1,7,19,9,0,0,13,34,20,0,43,152,1500000US060750228033,"Block Group 3, Census Tract 228.03, San Francisco County, California"
462,6,12,18,0,88,0,5,11,0,0,42,38,23,44,63,112,1500000US060750229011,"Block Group 1, Census Tract 229.01, San Francisco County, California"
523,0,50,36,39,33,42,9,0,0,0,71,34,27,41,66,75,1500000US060750229012,"Block Group 2, Census Tract 229.01, San Francisco County, California"
460,6,0,7,26,0,61,0,24,0,54,13,99,33,15,50,72,1500000US060750229013,"Block Group 3, Census Tract 229.01, San Francisco County, California"
400,7,0,0,0,0,6,6,4,0,20,22,16,35,78,66,140,1500000US060750229021,"Block Group 1, Census Tract 229.02, San Francisco County, California"
338,17,6,0,16,12,3,0,19,10,21,10,19,37,20,31,117,1500000US060750229022,"Block Group 2, Census Tract 229.02, San Francisco County, California"
496,7,0,21,33,0,0,7,0,17,0,57,72,7,43,79,153,1500000US060750229031,"Block Group 1, Census Tract 229.03, San Francisco County, California"
298,22,0,0,11,0,0,6,0,0,11,3,20,16,45,56,108,1500000US060750229032,"Block Group 2, Census Tract 229.03, San Francisco County, California"
291,9,0,0,22,43,10,0,0,0,0,31,27,19,0,24,106,1500000US060750229033,"Block Group 3, Census Tract 229.03, San Francisco County, California"
467,79,19,51,0,35,0,0,9,7,27,57,58,48,26,32,19,1500000US060750230011,"Block Group 1, Census Tract 230.01, San Francisco County, California"
343,18,5,0,0,9,0,0,34,4,11,11,48,30,58,46,69,1500000US060750230012,"Block Group 2, Census Tract 230.01, San Francisco County, California"
